contig_id1	pos1	contig_id2	pos2
opera_contig_225	39818	opera_contig_247	33443
opera_contig_225	25849	opera_contig_188180	35996
opera_contig_225	17826	opera_contig_390	23644
opera_contig_225	1374	opera_contig_188158	27054
opera_contig_225	17033	opera_contig_2164	5155
opera_contig_225	30752	opera_contig_2281	1106
opera_contig_225	6839	opera_contig_174	5694
opera_contig_225	29293	opera_contig_174	36139
opera_contig_225	19081	opera_contig_174	45933
opera_contig_225	6590	opera_contig_2765	2456
opera_contig_225	23888	opera_contig_247	18526
opera_contig_225	6636	opera_contig_188192	11205
opera_contig_225	1508	opera_contig_188192	21526
opera_contig_225	6914	opera_contig_2122	3321
opera_contig_225	18448	opera_contig_224	46477
opera_contig_225	33324	opera_contig_592	4552
opera_contig_225	35329	opera_contig_188158	31960
opera_contig_225	6467	opera_contig_4438	2478
opera_contig_225	40239	opera_contig_159	37204
opera_contig_225	24871	opera_contig_188192	16146
opera_contig_225	17734	opera_contig_2684	3607
opera_contig_225	27512	opera_contig_548	9811
opera_contig_225	4659	opera_contig_670	8497
opera_contig_225	18208	opera_contig_358	28613
opera_contig_225	23528	opera_contig_4824	2848
opera_contig_225	18407	opera_contig_354	18355
opera_contig_225	8324	opera_contig_188230	620
opera_contig_225	15776	opera_contig_63	31258
opera_contig_225	27355	opera_contig_188199	5224
