contig_id1	pos1	contig_id2	pos2
opera_contig_225	5820	opera_contig_188001	26754
opera_contig_225	732	opera_contig_188002	69007
opera_contig_225	25161	opera_contig_188001	53621
opera_contig_225	4220	opera_contig_188002	26696
opera_contig_225	33140	opera_contig_188000	28614
opera_contig_225	37488	opera_contig_187997	417638
opera_contig_225	7384	opera_contig_187998	229358
opera_contig_225	39213	opera_contig_188002	39555
opera_contig_225	25296	opera_contig_188001	49181
opera_contig_225	24933	opera_contig_187997	46297
opera_contig_225	29491	opera_contig_187997	159052
opera_contig_225	31321	opera_contig_188009	18391
opera_contig_225	29350	opera_contig_187997	517744
opera_contig_225	8889	opera_contig_188001	41308
opera_contig_225	27463	opera_contig_187997	96496
opera_contig_225	8020	opera_contig_188001	35916
opera_contig_225	30791	opera_contig_187997	102449
opera_contig_225	7373	opera_contig_187997	445960
opera_contig_225	34917	opera_contig_187997	327287
opera_contig_225	8526	opera_contig_187997	476195
opera_contig_225	34905	opera_contig_188001	16279
opera_contig_225	8412	opera_contig_188001	160793
opera_contig_225	7812	opera_contig_187997	150487
opera_contig_225	31498	opera_contig_187997	307355
opera_contig_225	25165	opera_contig_187997	114861
opera_contig_225	30805	opera_contig_187997	254952
opera_contig_225	33279	opera_contig_187997	382847
opera_contig_225	2115	opera_contig_187997	22536
opera_contig_225	2991	opera_contig_187998	244766
opera_contig_225	33509	opera_contig_188001	27609
opera_contig_225	30729	opera_contig_187997	395589
opera_contig_225	3948	opera_contig_188002	39754
opera_contig_225	19497	opera_contig_187998	18803
opera_contig_225	7413	opera_contig_188001	18630
opera_contig_225	34905	opera_contig_188001	19459
opera_contig_225	33849	opera_contig_187998	10795
opera_contig_225	39192	opera_contig_187997	54962
opera_contig_225	25243	opera_contig_187998	188638
opera_contig_225	34752	opera_contig_188052	1415
opera_contig_225	9198	opera_contig_187998	264499
opera_contig_225	32538	opera_contig_187997	477104
opera_contig_225	6993	opera_contig_187997	309834
opera_contig_225	32376	opera_contig_187997	27182
opera_contig_225	2747	opera_contig_187997	252954
opera_contig_225	35077	opera_contig_187997	443626
opera_contig_225	7806	opera_contig_188000	84161
opera_contig_225	2609	opera_contig_188000	238804
opera_contig_225	34864	opera_contig_187997	514264
opera_contig_225	8409	opera_contig_188000	185951
opera_contig_225	3948	opera_contig_188002	15080
opera_contig_225	6345	opera_contig_188012	22636
opera_contig_225	32715	opera_contig_187997	310010
opera_contig_225	32537	opera_contig_188001	146095
opera_contig_225	33029	opera_contig_188000	22825
opera_contig_225	36485	opera_contig_188001	32113
opera_contig_225	24815	opera_contig_187997	381867
opera_contig_225	31266	opera_contig_187997	408106
opera_contig_225	13467	opera_contig_187998	44084
opera_contig_225	27372	opera_contig_187997	499110
opera_contig_225	4704	opera_contig_188001	62538
opera_contig_225	8081	opera_contig_187997	490790
opera_contig_225	5678	opera_contig_188000	220884
opera_contig_225	19204	opera_contig_187998	86320
opera_contig_225	32538	opera_contig_188000	49541
opera_contig_225	32588	opera_contig_188002	81546
opera_contig_225	25195	opera_contig_188001	66084
opera_contig_225	29370	opera_contig_187998	14729
opera_contig_225	31285	opera_contig_187997	1102
opera_contig_225	8389	opera_contig_187997	129999
opera_contig_225	32417	opera_contig_187997	89531
opera_contig_225	34889	opera_contig_188000	243063
opera_contig_225	8380	opera_contig_188002	20691
opera_contig_225	8529	opera_contig_188001	1248
opera_contig_225	39102	opera_contig_187997	457050
