contig_id1	pos1	contig_id2	pos2
opera_contig_144	6684	opera_contig_285	20100
opera_contig_144	4078	opera_contig_188	9373
opera_contig_144	12690	opera_contig_159959	44767
opera_contig_144	27986	opera_contig_159954	14214
opera_contig_144	1325	opera_contig_159968	27369
opera_contig_144	26427	opera_contig_188	20464
opera_contig_144	10004	opera_contig_159955	9707
opera_contig_144	4828	opera_contig_159971	21499
opera_contig_144	9848	opera_contig_159966	39602
opera_contig_144	8098	opera_contig_159970	2373
opera_contig_144	30000	opera_contig_159957	38362
opera_contig_144	39827	opera_contig_159953	70995
opera_contig_144	38547	opera_contig_188	24070
opera_contig_144	19734	opera_contig_447	8815
opera_contig_144	19369	opera_contig_159964	53364
opera_contig_144	30675	opera_contig_159961	35945
opera_contig_144	1871	opera_contig_159953	96267
opera_contig_144	17597	opera_contig_159956	22613
opera_contig_144	30989	opera_contig_159954	42404
opera_contig_144	1809	opera_contig_159969	21868
opera_contig_144	23277	opera_contig_159966	8573
opera_contig_144	3386	opera_contig_159969	33697
opera_contig_144	5639	opera_contig_447	16054
opera_contig_144	15681	opera_contig_159970	21072
opera_contig_144	4396	opera_contig_159957	48926
opera_contig_144	33980	opera_contig_159955	78136
opera_contig_144	15325	opera_contig_159955	64446
opera_contig_144	19868	opera_contig_159957	22836
opera_contig_144	18837	opera_contig_159954	27622
opera_contig_144	19001	opera_contig_159957	51606
opera_contig_144	18686	opera_contig_159955	16774
opera_contig_144	2266	opera_contig_159967	47692
opera_contig_144	27186	opera_contig_159966	8303
opera_contig_144	8934	opera_contig_159966	39305
opera_contig_144	13744	opera_contig_159966	43035
opera_contig_144	4734	opera_contig_159965	19453
opera_contig_144	36214	opera_contig_159968	19189
opera_contig_144	30417	opera_contig_159963	9866
opera_contig_144	1081	opera_contig_188	36627
opera_contig_144	8809	opera_contig_159955	40189
opera_contig_144	16285	opera_contig_285	3052
opera_contig_144	38567	opera_contig_159963	12479
opera_contig_144	2366	opera_contig_159955	57368
opera_contig_144	6499	opera_contig_159967	1598
opera_contig_144	16283	opera_contig_159957	54174
opera_contig_144	24770	opera_contig_159969	27030
opera_contig_144	12393	opera_contig_159957	40653
opera_contig_144	22392	opera_contig_159952	26820
opera_contig_144	13812	opera_contig_1165	8456
opera_contig_144	19366	opera_contig_159988	3904
opera_contig_144	16846	opera_contig_159957	59351
opera_contig_144	40168	opera_contig_159954	17030
opera_contig_144	1961	opera_contig_159967	34711
opera_contig_144	28494	opera_contig_159951	113459
opera_contig_144	6129	opera_contig_159964	27811
opera_contig_144	31522	opera_contig_159954	16588
opera_contig_144	35285	opera_contig_159974	10360
opera_contig_144	40229	opera_contig_159957	34848
opera_contig_144	15985	opera_contig_159957	68290
opera_contig_144	3411	opera_contig_159987	3635
opera_contig_144	31036	opera_contig_159961	21876
opera_contig_144	18708	opera_contig_188	9890
opera_contig_144	11394	opera_contig_159969	36498
opera_contig_144	7229	opera_contig_159972	15942
opera_contig_144	26427	opera_contig_159952	66076
opera_contig_144	5990	opera_contig_188	10055
opera_contig_144	20636	opera_contig_159951	28895
opera_contig_144	811	opera_contig_1646	3880
opera_contig_144	3897	opera_contig_159953	19044
opera_contig_144	33903	opera_contig_159957	25554
opera_contig_144	9097	opera_contig_159955	83364
opera_contig_144	40449	opera_contig_188	26297
opera_contig_144	6873	opera_contig_159953	49962
opera_contig_144	4602	opera_contig_159955	16598
opera_contig_144	2850	opera_contig_159970	15861
opera_contig_144	33502	opera_contig_159983	1398
opera_contig_144	34195	opera_contig_159973	9963
opera_contig_144	34930	opera_contig_159969	12236
opera_contig_144	20836	opera_contig_159957	45021
opera_contig_144	26175	opera_contig_159957	58841
opera_contig_144	2740	opera_contig_159970	584
opera_contig_144	15372	opera_contig_159972	18757
opera_contig_144	30927	opera_contig_159955	22341
opera_contig_144	39661	opera_contig_285	14366
opera_contig_144	39063	opera_contig_285	16123
opera_contig_144	39456	opera_contig_285	26505
opera_contig_144	13933	opera_contig_159955	2339
opera_contig_144	35203	opera_contig_159967	5768
opera_contig_144	19395	opera_contig_159953	61517
opera_contig_144	6732	opera_contig_159955	75117
opera_contig_144	22088	opera_contig_159966	22644
opera_contig_144	19657	opera_contig_159958	26845
opera_contig_144	2825	opera_contig_159956	49455
opera_contig_144	3952	opera_contig_159958	26331
opera_contig_144	1167	opera_contig_285	20488
opera_contig_144	29127	opera_contig_2636	1277
