#CHROM	POS	TLL62
TLL75_opera_contig_6_provirus_3_83774	12665	2
TLL75_opera_contig_6_provirus_3_83774	12666	2
TLL75_opera_contig_6_provirus_3_83774	12667	2
TLL75_opera_contig_6_provirus_3_83774	12668	2
TLL75_opera_contig_6_provirus_3_83774	12669	2
TLL75_opera_contig_6_provirus_3_83774	12670	2
TLL75_opera_contig_6_provirus_3_83774	12671	2
TLL75_opera_contig_6_provirus_3_83774	12672	2
TLL75_opera_contig_6_provirus_3_83774	12673	2
TLL75_opera_contig_6_provirus_3_83774	12674	2
TLL75_opera_contig_6_provirus_3_83774	12675	2
TLL75_opera_contig_6_provirus_3_83774	12676	2
TLL75_opera_contig_6_provirus_3_83774	12677	2
TLL75_opera_contig_6_provirus_3_83774	12678	2
TLL75_opera_contig_6_provirus_3_83774	12679	2
TLL75_opera_contig_6_provirus_3_83774	12680	2
TLL75_opera_contig_6_provirus_3_83774	12681	2
TLL75_opera_contig_6_provirus_3_83774	12682	2
TLL75_opera_contig_6_provirus_3_83774	12683	2
TLL75_opera_contig_6_provirus_3_83774	12684	2
TLL75_opera_contig_6_provirus_3_83774	12685	2
TLL75_opera_contig_6_provirus_3_83774	12686	2
TLL75_opera_contig_6_provirus_3_83774	12687	2
TLL75_opera_contig_6_provirus_3_83774	12688	2
TLL75_opera_contig_6_provirus_3_83774	12689	2
TLL75_opera_contig_6_provirus_3_83774	12690	2
TLL75_opera_contig_6_provirus_3_83774	12691	2
TLL75_opera_contig_6_provirus_3_83774	12692	2
TLL75_opera_contig_6_provirus_3_83774	12693	2
TLL75_opera_contig_6_provirus_3_83774	12694	2
TLL75_opera_contig_6_provirus_3_83774	12695	2
TLL75_opera_contig_6_provirus_3_83774	12696	2
TLL75_opera_contig_6_provirus_3_83774	12697	2
TLL75_opera_contig_6_provirus_3_83774	12698	2
TLL75_opera_contig_6_provirus_3_83774	12699	2
TLL75_opera_contig_6_provirus_3_83774	12700	2
TLL75_opera_contig_6_provirus_3_83774	12701	2
TLL75_opera_contig_6_provirus_3_83774	12702	2
TLL75_opera_contig_6_provirus_3_83774	12703	4
TLL75_opera_contig_6_provirus_3_83774	12704	4
TLL75_opera_contig_6_provirus_3_83774	12705	4
TLL75_opera_contig_6_provirus_3_83774	12706	4
TLL75_opera_contig_6_provirus_3_83774	12707	4
TLL75_opera_contig_6_provirus_3_83774	12708	4
TLL75_opera_contig_6_provirus_3_83774	12709	4
TLL75_opera_contig_6_provirus_3_83774	12710	4
TLL75_opera_contig_6_provirus_3_83774	12711	4
TLL75_opera_contig_6_provirus_3_83774	12712	4
TLL75_opera_contig_6_provirus_3_83774	12713	4
TLL75_opera_contig_6_provirus_3_83774	12714	4
TLL75_opera_contig_6_provirus_3_83774	12715	4
TLL75_opera_contig_6_provirus_3_83774	12716	4
TLL75_opera_contig_6_provirus_3_83774	12717	4
TLL75_opera_contig_6_provirus_3_83774	12718	4
TLL75_opera_contig_6_provirus_3_83774	12719	4
TLL75_opera_contig_6_provirus_3_83774	12720	4
TLL75_opera_contig_6_provirus_3_83774	12721	4
TLL75_opera_contig_6_provirus_3_83774	12722	6
TLL75_opera_contig_6_provirus_3_83774	12723	6
TLL75_opera_contig_6_provirus_3_83774	12724	6
TLL75_opera_contig_6_provirus_3_83774	12725	6
TLL75_opera_contig_6_provirus_3_83774	12726	6
TLL75_opera_contig_6_provirus_3_83774	12727	6
TLL75_opera_contig_6_provirus_3_83774	12728	6
TLL75_opera_contig_6_provirus_3_83774	12729	6
TLL75_opera_contig_6_provirus_3_83774	12730	6
TLL75_opera_contig_6_provirus_3_83774	12731	6
TLL75_opera_contig_6_provirus_3_83774	12732	6
TLL75_opera_contig_6_provirus_3_83774	12733	6
TLL75_opera_contig_6_provirus_3_83774	12734	6
TLL75_opera_contig_6_provirus_3_83774	12735	6
TLL75_opera_contig_6_provirus_3_83774	12736	6
TLL75_opera_contig_6_provirus_3_83774	12737	6
TLL75_opera_contig_6_provirus_3_83774	12738	6
TLL75_opera_contig_6_provirus_3_83774	12739	6
TLL75_opera_contig_6_provirus_3_83774	12740	6
TLL75_opera_contig_6_provirus_3_83774	12741	6
TLL75_opera_contig_6_provirus_3_83774	12742	6
TLL75_opera_contig_6_provirus_3_83774	12743	6
TLL75_opera_contig_6_provirus_3_83774	12744	6
TLL75_opera_contig_6_provirus_3_83774	12745	6
TLL75_opera_contig_6_provirus_3_83774	12746	6
TLL75_opera_contig_6_provirus_3_83774	12747	6
TLL75_opera_contig_6_provirus_3_83774	12748	6
TLL75_opera_contig_6_provirus_3_83774	12749	6
TLL75_opera_contig_6_provirus_3_83774	12750	6
TLL75_opera_contig_6_provirus_3_83774	12751	6
TLL75_opera_contig_6_provirus_3_83774	12752	6
TLL75_opera_contig_6_provirus_3_83774	12753	6
TLL75_opera_contig_6_provirus_3_83774	12754	6
TLL75_opera_contig_6_provirus_3_83774	12755	6
TLL75_opera_contig_6_provirus_3_83774	12756	6
TLL75_opera_contig_6_provirus_3_83774	12757	6
TLL75_opera_contig_6_provirus_3_83774	12758	6
TLL75_opera_contig_6_provirus_3_83774	12759	6
TLL75_opera_contig_6_provirus_3_83774	12760	6
TLL75_opera_contig_6_provirus_3_83774	12761	6
TLL75_opera_contig_6_provirus_3_83774	12762	6
TLL75_opera_contig_6_provirus_3_83774	12763	6
TLL75_opera_contig_6_provirus_3_83774	12764	6
TLL75_opera_contig_6_provirus_3_83774	12765	6
TLL75_opera_contig_6_provirus_3_83774	12766	6
TLL75_opera_contig_6_provirus_3_83774	12767	6
TLL75_opera_contig_6_provirus_3_83774	12768	6
TLL75_opera_contig_6_provirus_3_83774	12769	6
TLL75_opera_contig_6_provirus_3_83774	12770	6
TLL75_opera_contig_6_provirus_3_83774	12771	6
TLL75_opera_contig_6_provirus_3_83774	12772	6
TLL75_opera_contig_6_provirus_3_83774	12773	4
TLL75_opera_contig_6_provirus_3_83774	12774	4
TLL75_opera_contig_6_provirus_3_83774	12775	4
TLL75_opera_contig_6_provirus_3_83774	12776	4
TLL75_opera_contig_6_provirus_3_83774	12777	4
TLL75_opera_contig_6_provirus_3_83774	12778	4
TLL75_opera_contig_6_provirus_3_83774	12779	4
TLL75_opera_contig_6_provirus_3_83774	12780	2
TLL75_opera_contig_6_provirus_3_83774	12781	2
TLL75_opera_contig_6_provirus_3_83774	12782	2
TLL75_opera_contig_6_provirus_3_83774	12783	2
TLL75_opera_contig_6_provirus_3_83774	16709	2
TLL75_opera_contig_6_provirus_3_83774	16710	2
TLL75_opera_contig_6_provirus_3_83774	16711	2
TLL75_opera_contig_6_provirus_3_83774	16712	2
TLL75_opera_contig_6_provirus_3_83774	16713	2
TLL75_opera_contig_6_provirus_3_83774	16714	2
TLL75_opera_contig_6_provirus_3_83774	16715	2
TLL75_opera_contig_6_provirus_3_83774	16716	2
TLL75_opera_contig_6_provirus_3_83774	16717	2
TLL75_opera_contig_6_provirus_3_83774	16718	2
TLL75_opera_contig_6_provirus_3_83774	16719	2
TLL75_opera_contig_6_provirus_3_83774	16720	2
TLL75_opera_contig_6_provirus_3_83774	16721	2
TLL75_opera_contig_6_provirus_3_83774	16722	2
TLL75_opera_contig_6_provirus_3_83774	16723	2
TLL75_opera_contig_6_provirus_3_83774	16724	2
TLL75_opera_contig_6_provirus_3_83774	16725	2
TLL75_opera_contig_6_provirus_3_83774	16726	2
TLL75_opera_contig_6_provirus_3_83774	16727	2
TLL75_opera_contig_6_provirus_3_83774	16728	2
TLL75_opera_contig_6_provirus_3_83774	16729	2
TLL75_opera_contig_6_provirus_3_83774	16730	2
TLL75_opera_contig_6_provirus_3_83774	16731	2
TLL75_opera_contig_6_provirus_3_83774	16732	2
TLL75_opera_contig_6_provirus_3_83774	16733	2
TLL75_opera_contig_6_provirus_3_83774	16734	2
TLL75_opera_contig_6_provirus_3_83774	16735	2
TLL75_opera_contig_6_provirus_3_83774	16736	2
TLL75_opera_contig_6_provirus_3_83774	16737	4
TLL75_opera_contig_6_provirus_3_83774	16738	4
TLL75_opera_contig_6_provirus_3_83774	16739	4
TLL75_opera_contig_6_provirus_3_83774	16740	4
TLL75_opera_contig_6_provirus_3_83774	16741	4
TLL75_opera_contig_6_provirus_3_83774	16742	6
TLL75_opera_contig_6_provirus_3_83774	16743	6
TLL75_opera_contig_6_provirus_3_83774	16744	6
TLL75_opera_contig_6_provirus_3_83774	16745	6
TLL75_opera_contig_6_provirus_3_83774	16746	6
TLL75_opera_contig_6_provirus_3_83774	16747	6
TLL75_opera_contig_6_provirus_3_83774	16748	6
TLL75_opera_contig_6_provirus_3_83774	16749	6
TLL75_opera_contig_6_provirus_3_83774	16750	6
TLL75_opera_contig_6_provirus_3_83774	16751	6
TLL75_opera_contig_6_provirus_3_83774	16752	6
TLL75_opera_contig_6_provirus_3_83774	16753	6
TLL75_opera_contig_6_provirus_3_83774	16754	6
TLL75_opera_contig_6_provirus_3_83774	16755	6
TLL75_opera_contig_6_provirus_3_83774	16756	6
TLL75_opera_contig_6_provirus_3_83774	16757	6
TLL75_opera_contig_6_provirus_3_83774	16758	6
TLL75_opera_contig_6_provirus_3_83774	16759	6
TLL75_opera_contig_6_provirus_3_83774	16760	6
TLL75_opera_contig_6_provirus_3_83774	16761	6
TLL75_opera_contig_6_provirus_3_83774	16762	6
TLL75_opera_contig_6_provirus_3_83774	16763	6
TLL75_opera_contig_6_provirus_3_83774	16764	6
TLL75_opera_contig_6_provirus_3_83774	16765	6
TLL75_opera_contig_6_provirus_3_83774	16766	6
TLL75_opera_contig_6_provirus_3_83774	16767	6
TLL75_opera_contig_6_provirus_3_83774	16768	6
TLL75_opera_contig_6_provirus_3_83774	16769	6
TLL75_opera_contig_6_provirus_3_83774	16770	6
TLL75_opera_contig_6_provirus_3_83774	16771	6
TLL75_opera_contig_6_provirus_3_83774	16772	6
TLL75_opera_contig_6_provirus_3_83774	16773	6
TLL75_opera_contig_6_provirus_3_83774	16774	6
TLL75_opera_contig_6_provirus_3_83774	16775	6
TLL75_opera_contig_6_provirus_3_83774	16776	8
TLL75_opera_contig_6_provirus_3_83774	16777	8
TLL75_opera_contig_6_provirus_3_83774	16778	8
TLL75_opera_contig_6_provirus_3_83774	16779	8
TLL75_opera_contig_6_provirus_3_83774	16780	8
TLL75_opera_contig_6_provirus_3_83774	16781	8
TLL75_opera_contig_6_provirus_3_83774	16782	8
TLL75_opera_contig_6_provirus_3_83774	16783	8
TLL75_opera_contig_6_provirus_3_83774	16784	8
TLL75_opera_contig_6_provirus_3_83774	16785	8
TLL75_opera_contig_6_provirus_3_83774	16786	8
TLL75_opera_contig_6_provirus_3_83774	16787	8
TLL75_opera_contig_6_provirus_3_83774	16788	8
TLL75_opera_contig_6_provirus_3_83774	16789	8
TLL75_opera_contig_6_provirus_3_83774	16790	8
TLL75_opera_contig_6_provirus_3_83774	16791	8
TLL75_opera_contig_6_provirus_3_83774	16792	8
TLL75_opera_contig_6_provirus_3_83774	16793	8
TLL75_opera_contig_6_provirus_3_83774	16794	6
TLL75_opera_contig_6_provirus_3_83774	16795	6
TLL75_opera_contig_6_provirus_3_83774	16796	6
TLL75_opera_contig_6_provirus_3_83774	16797	6
TLL75_opera_contig_6_provirus_3_83774	16798	6
TLL75_opera_contig_6_provirus_3_83774	16799	6
TLL75_opera_contig_6_provirus_3_83774	16800	6
TLL75_opera_contig_6_provirus_3_83774	16801	6
TLL75_opera_contig_6_provirus_3_83774	16802	6
TLL75_opera_contig_6_provirus_3_83774	16803	6
TLL75_opera_contig_6_provirus_3_83774	16804	6
TLL75_opera_contig_6_provirus_3_83774	16805	6
TLL75_opera_contig_6_provirus_3_83774	16806	4
TLL75_opera_contig_6_provirus_3_83774	16807	4
TLL75_opera_contig_6_provirus_3_83774	16808	4
TLL75_opera_contig_6_provirus_3_83774	16809	4
TLL75_opera_contig_6_provirus_3_83774	16810	4
TLL75_opera_contig_6_provirus_3_83774	16811	4
TLL75_opera_contig_6_provirus_3_83774	16812	4
TLL75_opera_contig_6_provirus_3_83774	16813	4
TLL75_opera_contig_6_provirus_3_83774	16814	4
TLL75_opera_contig_6_provirus_3_83774	16815	4
TLL75_opera_contig_6_provirus_3_83774	16816	4
TLL75_opera_contig_6_provirus_3_83774	16817	4
TLL75_opera_contig_6_provirus_3_83774	16818	4
TLL75_opera_contig_6_provirus_3_83774	16819	2
TLL75_opera_contig_6_provirus_3_83774	16820	2
TLL75_opera_contig_6_provirus_3_83774	16821	2
TLL75_opera_contig_6_provirus_3_83774	16822	2
TLL75_opera_contig_6_provirus_3_83774	21216	14
TLL75_opera_contig_6_provirus_3_83774	21217	14
TLL75_opera_contig_6_provirus_3_83774	21218	17
TLL75_opera_contig_6_provirus_3_83774	21219	19
TLL75_opera_contig_6_provirus_3_83774	21220	44
TLL75_opera_contig_6_provirus_3_83774	21221	49
TLL75_opera_contig_6_provirus_3_83774	21222	49
TLL75_opera_contig_6_provirus_3_83774	21223	50
TLL75_opera_contig_6_provirus_3_83774	21224	50
TLL75_opera_contig_6_provirus_3_83774	21225	51
TLL75_opera_contig_6_provirus_3_83774	21226	52
TLL75_opera_contig_6_provirus_3_83774	21227	53
TLL75_opera_contig_6_provirus_3_83774	21228	53
TLL75_opera_contig_6_provirus_3_83774	21229	55
TLL75_opera_contig_6_provirus_3_83774	21230	59
TLL75_opera_contig_6_provirus_3_83774	21231	60
TLL75_opera_contig_6_provirus_3_83774	21232	60
TLL75_opera_contig_6_provirus_3_83774	21233	63
TLL75_opera_contig_6_provirus_3_83774	21234	63
TLL75_opera_contig_6_provirus_3_83774	21235	69
TLL75_opera_contig_6_provirus_3_83774	21236	71
TLL75_opera_contig_6_provirus_3_83774	21237	71
TLL75_opera_contig_6_provirus_3_83774	21238	71
TLL75_opera_contig_6_provirus_3_83774	21239	73
TLL75_opera_contig_6_provirus_3_83774	21240	73
TLL75_opera_contig_6_provirus_3_83774	21241	76
TLL75_opera_contig_6_provirus_3_83774	21242	80
TLL75_opera_contig_6_provirus_3_83774	21243	80
TLL75_opera_contig_6_provirus_3_83774	21244	82
TLL75_opera_contig_6_provirus_3_83774	21245	86
TLL75_opera_contig_6_provirus_3_83774	21246	86
TLL75_opera_contig_6_provirus_3_83774	21247	90
TLL75_opera_contig_6_provirus_3_83774	21248	90
TLL75_opera_contig_6_provirus_3_83774	21249	91
TLL75_opera_contig_6_provirus_3_83774	21250	91
TLL75_opera_contig_6_provirus_3_83774	21251	91
TLL75_opera_contig_6_provirus_3_83774	21252	93
TLL75_opera_contig_6_provirus_3_83774	21253	93
TLL75_opera_contig_6_provirus_3_83774	21254	94
TLL75_opera_contig_6_provirus_3_83774	21255	94
TLL75_opera_contig_6_provirus_3_83774	21256	94
TLL75_opera_contig_6_provirus_3_83774	21257	95
TLL75_opera_contig_6_provirus_3_83774	21258	95
TLL75_opera_contig_6_provirus_3_83774	21259	101
TLL75_opera_contig_6_provirus_3_83774	21260	101
TLL75_opera_contig_6_provirus_3_83774	21261	103
TLL75_opera_contig_6_provirus_3_83774	21262	106
TLL75_opera_contig_6_provirus_3_83774	21263	106
TLL75_opera_contig_6_provirus_3_83774	21264	106
TLL75_opera_contig_6_provirus_3_83774	21265	106
TLL75_opera_contig_6_provirus_3_83774	21266	106
TLL75_opera_contig_6_provirus_3_83774	21267	106
TLL75_opera_contig_6_provirus_3_83774	21268	112
TLL75_opera_contig_6_provirus_3_83774	21269	114
TLL75_opera_contig_6_provirus_3_83774	21270	114
TLL75_opera_contig_6_provirus_3_83774	21271	115
TLL75_opera_contig_6_provirus_3_83774	21272	115
TLL75_opera_contig_6_provirus_3_83774	21273	116
TLL75_opera_contig_6_provirus_3_83774	21274	118
TLL75_opera_contig_6_provirus_3_83774	21275	118
TLL75_opera_contig_6_provirus_3_83774	21276	118
TLL75_opera_contig_6_provirus_3_83774	21277	118
TLL75_opera_contig_6_provirus_3_83774	21278	118
TLL75_opera_contig_6_provirus_3_83774	21279	118
TLL75_opera_contig_6_provirus_3_83774	21280	116
TLL75_opera_contig_6_provirus_3_83774	21281	116
TLL75_opera_contig_6_provirus_3_83774	21282	118
TLL75_opera_contig_6_provirus_3_83774	21283	120
TLL75_opera_contig_6_provirus_3_83774	21284	124
TLL75_opera_contig_6_provirus_3_83774	21285	127
TLL75_opera_contig_6_provirus_3_83774	21286	125
TLL75_opera_contig_6_provirus_3_83774	21287	125
TLL75_opera_contig_6_provirus_3_83774	21288	127
TLL75_opera_contig_6_provirus_3_83774	21289	127
TLL75_opera_contig_6_provirus_3_83774	21290	127
TLL75_opera_contig_6_provirus_3_83774	21291	128
TLL75_opera_contig_6_provirus_3_83774	21292	134
TLL75_opera_contig_6_provirus_3_83774	21293	136
TLL75_opera_contig_6_provirus_3_83774	21294	136
TLL75_opera_contig_6_provirus_3_83774	21295	136
TLL75_opera_contig_6_provirus_3_83774	21296	137
TLL75_opera_contig_6_provirus_3_83774	21297	139
TLL75_opera_contig_6_provirus_3_83774	21298	139
TLL75_opera_contig_6_provirus_3_83774	21299	139
TLL75_opera_contig_6_provirus_3_83774	21300	143
TLL75_opera_contig_6_provirus_3_83774	21301	142
TLL75_opera_contig_6_provirus_3_83774	21302	146
TLL75_opera_contig_6_provirus_3_83774	21303	145
TLL75_opera_contig_6_provirus_3_83774	21304	149
TLL75_opera_contig_6_provirus_3_83774	21305	150
TLL75_opera_contig_6_provirus_3_83774	21306	153
TLL75_opera_contig_6_provirus_3_83774	21307	157
TLL75_opera_contig_6_provirus_3_83774	21308	157
TLL75_opera_contig_6_provirus_3_83774	21309	157
TLL75_opera_contig_6_provirus_3_83774	21310	159
TLL75_opera_contig_6_provirus_3_83774	21311	157
TLL75_opera_contig_6_provirus_3_83774	21312	157
TLL75_opera_contig_6_provirus_3_83774	21313	160
TLL75_opera_contig_6_provirus_3_83774	21314	166
TLL75_opera_contig_6_provirus_3_83774	21315	166
TLL75_opera_contig_6_provirus_3_83774	21316	168
TLL75_opera_contig_6_provirus_3_83774	21317	169
TLL75_opera_contig_6_provirus_3_83774	21318	169
TLL75_opera_contig_6_provirus_3_83774	21319	169
TLL75_opera_contig_6_provirus_3_83774	21320	171
TLL75_opera_contig_6_provirus_3_83774	21321	172
TLL75_opera_contig_6_provirus_3_83774	21322	172
TLL75_opera_contig_6_provirus_3_83774	21323	175
TLL75_opera_contig_6_provirus_3_83774	21324	175
TLL75_opera_contig_6_provirus_3_83774	21325	175
TLL75_opera_contig_6_provirus_3_83774	21326	175
TLL75_opera_contig_6_provirus_3_83774	21327	175
TLL75_opera_contig_6_provirus_3_83774	21328	178
TLL75_opera_contig_6_provirus_3_83774	21329	195
TLL75_opera_contig_6_provirus_3_83774	21330	199
TLL75_opera_contig_6_provirus_3_83774	21331	199
TLL75_opera_contig_6_provirus_3_83774	21332	199
TLL75_opera_contig_6_provirus_3_83774	21333	202
TLL75_opera_contig_6_provirus_3_83774	21334	204
TLL75_opera_contig_6_provirus_3_83774	21335	202
TLL75_opera_contig_6_provirus_3_83774	21336	201
TLL75_opera_contig_6_provirus_3_83774	21337	203
TLL75_opera_contig_6_provirus_3_83774	21338	204
TLL75_opera_contig_6_provirus_3_83774	21339	204
TLL75_opera_contig_6_provirus_3_83774	21340	204
TLL75_opera_contig_6_provirus_3_83774	21341	204
TLL75_opera_contig_6_provirus_3_83774	21342	203
TLL75_opera_contig_6_provirus_3_83774	21343	201
TLL75_opera_contig_6_provirus_3_83774	21344	201
TLL75_opera_contig_6_provirus_3_83774	21345	207
TLL75_opera_contig_6_provirus_3_83774	21346	208
TLL75_opera_contig_6_provirus_3_83774	21347	209
TLL75_opera_contig_6_provirus_3_83774	21348	207
TLL75_opera_contig_6_provirus_3_83774	21349	207
TLL75_opera_contig_6_provirus_3_83774	21350	210
TLL75_opera_contig_6_provirus_3_83774	21351	210
TLL75_opera_contig_6_provirus_3_83774	21352	212
TLL75_opera_contig_6_provirus_3_83774	21353	213
TLL75_opera_contig_6_provirus_3_83774	21354	213
TLL75_opera_contig_6_provirus_3_83774	21355	213
TLL75_opera_contig_6_provirus_3_83774	21356	214
TLL75_opera_contig_6_provirus_3_83774	21357	216
TLL75_opera_contig_6_provirus_3_83774	21358	217
TLL75_opera_contig_6_provirus_3_83774	21359	213
TLL75_opera_contig_6_provirus_3_83774	21360	211
TLL75_opera_contig_6_provirus_3_83774	21361	211
TLL75_opera_contig_6_provirus_3_83774	21362	214
TLL75_opera_contig_6_provirus_3_83774	21363	213
TLL75_opera_contig_6_provirus_3_83774	21364	211
TLL75_opera_contig_6_provirus_3_83774	21365	213
TLL75_opera_contig_6_provirus_3_83774	21366	211
TLL75_opera_contig_6_provirus_3_83774	21367	212
TLL75_opera_contig_6_provirus_3_83774	21368	214
TLL75_opera_contig_6_provirus_3_83774	21369	219
TLL75_opera_contig_6_provirus_3_83774	21370	219
TLL75_opera_contig_6_provirus_3_83774	21371	216
TLL75_opera_contig_6_provirus_3_83774	21372	216
TLL75_opera_contig_6_provirus_3_83774	21373	216
TLL75_opera_contig_6_provirus_3_83774	21374	213
TLL75_opera_contig_6_provirus_3_83774	21375	215
TLL75_opera_contig_6_provirus_3_83774	21376	216
TLL75_opera_contig_6_provirus_3_83774	21377	217
TLL75_opera_contig_6_provirus_3_83774	21378	216
TLL75_opera_contig_6_provirus_3_83774	21379	216
TLL75_opera_contig_6_provirus_3_83774	21380	221
TLL75_opera_contig_6_provirus_3_83774	21381	223
TLL75_opera_contig_6_provirus_3_83774	21382	223
TLL75_opera_contig_6_provirus_3_83774	21383	223
TLL75_opera_contig_6_provirus_3_83774	21384	224
TLL75_opera_contig_6_provirus_3_83774	21385	224
TLL75_opera_contig_6_provirus_3_83774	21386	225
TLL75_opera_contig_6_provirus_3_83774	21387	226
TLL75_opera_contig_6_provirus_3_83774	21388	227
TLL75_opera_contig_6_provirus_3_83774	21389	227
TLL75_opera_contig_6_provirus_3_83774	21390	229
TLL75_opera_contig_6_provirus_3_83774	21391	235
TLL75_opera_contig_6_provirus_3_83774	21392	232
TLL75_opera_contig_6_provirus_3_83774	21393	231
TLL75_opera_contig_6_provirus_3_83774	21394	233
TLL75_opera_contig_6_provirus_3_83774	21395	229
TLL75_opera_contig_6_provirus_3_83774	21396	236
TLL75_opera_contig_6_provirus_3_83774	21397	234
TLL75_opera_contig_6_provirus_3_83774	21398	237
TLL75_opera_contig_6_provirus_3_83774	21399	237
TLL75_opera_contig_6_provirus_3_83774	21400	237
TLL75_opera_contig_6_provirus_3_83774	21401	243
TLL75_opera_contig_6_provirus_3_83774	21402	242
TLL75_opera_contig_6_provirus_3_83774	21403	239
TLL75_opera_contig_6_provirus_3_83774	21404	242
TLL75_opera_contig_6_provirus_3_83774	21405	242
TLL75_opera_contig_6_provirus_3_83774	21406	244
TLL75_opera_contig_6_provirus_3_83774	21407	245
TLL75_opera_contig_6_provirus_3_83774	21408	248
TLL75_opera_contig_6_provirus_3_83774	21409	248
TLL75_opera_contig_6_provirus_3_83774	21410	248
TLL75_opera_contig_6_provirus_3_83774	21411	255
TLL75_opera_contig_6_provirus_3_83774	21412	259
TLL75_opera_contig_6_provirus_3_83774	21413	263
TLL75_opera_contig_6_provirus_3_83774	21414	264
TLL75_opera_contig_6_provirus_3_83774	21415	264
TLL75_opera_contig_6_provirus_3_83774	21416	269
TLL75_opera_contig_6_provirus_3_83774	21417	274
TLL75_opera_contig_6_provirus_3_83774	21418	274
TLL75_opera_contig_6_provirus_3_83774	21419	271
TLL75_opera_contig_6_provirus_3_83774	21420	271
TLL75_opera_contig_6_provirus_3_83774	21421	273
TLL75_opera_contig_6_provirus_3_83774	21422	271
TLL75_opera_contig_6_provirus_3_83774	21423	271
TLL75_opera_contig_6_provirus_3_83774	21424	276
TLL75_opera_contig_6_provirus_3_83774	21425	280
TLL75_opera_contig_6_provirus_3_83774	21426	280
TLL75_opera_contig_6_provirus_3_83774	21427	281
TLL75_opera_contig_6_provirus_3_83774	21428	283
TLL75_opera_contig_6_provirus_3_83774	21429	283
TLL75_opera_contig_6_provirus_3_83774	21430	291
TLL75_opera_contig_6_provirus_3_83774	21431	296
TLL75_opera_contig_6_provirus_3_83774	21432	300
TLL75_opera_contig_6_provirus_3_83774	21433	299
TLL75_opera_contig_6_provirus_3_83774	21434	300
TLL75_opera_contig_6_provirus_3_83774	21435	297
TLL75_opera_contig_6_provirus_3_83774	21436	307
TLL75_opera_contig_6_provirus_3_83774	21437	311
TLL75_opera_contig_6_provirus_3_83774	21438	312
TLL75_opera_contig_6_provirus_3_83774	21439	317
TLL75_opera_contig_6_provirus_3_83774	21440	320
TLL75_opera_contig_6_provirus_3_83774	21441	322
TLL75_opera_contig_6_provirus_3_83774	21442	321
TLL75_opera_contig_6_provirus_3_83774	21443	319
TLL75_opera_contig_6_provirus_3_83774	21444	318
TLL75_opera_contig_6_provirus_3_83774	21445	322
TLL75_opera_contig_6_provirus_3_83774	21446	323
TLL75_opera_contig_6_provirus_3_83774	21447	320
TLL75_opera_contig_6_provirus_3_83774	21448	317
TLL75_opera_contig_6_provirus_3_83774	21449	320
TLL75_opera_contig_6_provirus_3_83774	21450	322
TLL75_opera_contig_6_provirus_3_83774	21451	323
TLL75_opera_contig_6_provirus_3_83774	21452	328
TLL75_opera_contig_6_provirus_3_83774	21453	321
TLL75_opera_contig_6_provirus_3_83774	21454	324
TLL75_opera_contig_6_provirus_3_83774	21455	321
